hex_code,company,line_name,station_name
000000,ＪＲ西日本,山陰本線,鳥取
000001,試験,試験,端末試験用 V2
000002,試験,試験,端末試験用 V2-01
000003,試験,試験,端末試験用 V2-02
000004,試験,試験,端末試験用 V3-01-1
000005,試験,試験,端末試験用 V3-01-2
000006,試験,試験,端末試験用 V4-01
000007,試験,試験,端末試験用 V4-01-A
000101,東日本旅客鉄道,東海道本,東京
000102,東日本旅客鉄道,東海道本,有楽町
000103,東日本旅客鉄道,東海道本,新橋
000104,東日本旅客鉄道,東海道本,浜松町
000106,東日本旅客鉄道,東海道本,田町
000107,東日本旅客鉄道,東海道本,品川
000108,東日本旅客鉄道,東海道本,大井町
000109,東日本旅客鉄道,東海道本,大森
00010b,東日本旅客鉄道,東海道本,蒲田
00010d,東日本旅客鉄道,東海道本,川崎
00010e,東日本旅客鉄道,東海道本,鶴見
000110,東日本旅客鉄道,東海道本,新子安
000111,東日本旅客鉄道,東海道本,東神奈川
000112,東日本旅客鉄道,東海道本,横浜
000114,東日本旅客鉄道,東海道本,保土ヶ谷
000115,東日本旅客鉄道,東海道本,東戸塚
000116,東日本旅客鉄道,東海道本,戸塚
000118,東日本旅客鉄道,東海道本,大船
000119,東日本旅客鉄道,東海道本,藤沢
00011a,東日本旅客鉄道,東海道本,辻堂
00011b,東日本旅客鉄道,東海道本,茅ヶ崎
00011d,東日本旅客鉄道,東海道本,平塚
00011e,東日本旅客鉄道,東海道本,大磯
000120,東日本旅客鉄道,東海道本,二宮
000121,東日本旅客鉄道,東海道本,国府津
000122,東日本旅客鉄道,東海道本,鴨宮
000123,東日本旅客鉄道,東海道本,小田原
000125,東日本旅客鉄道,東海道本,早川
000126,東日本旅客鉄道,東海道本,根府川
000128,東日本旅客鉄道,東海道本,真鶴
000129,東日本旅客鉄道,東海道本,湯河原
00012b,東日本旅客鉄道,東海道本,熱海
000133,東海旅客鉄道,東海道本,函南
000135,東海旅客鉄道,東海道本,三島
000137,東海旅客鉄道,東海道本,沼津
000138,東海旅客鉄道,東海道本,片浜
000139,東海旅客鉄道,東海道本,原
00013b,東海旅客鉄道,東海道本,東田子の浦
00013c,東海旅客鉄道,東海道本,吉原
00013e,東海旅客鉄道,東海道本,富士
000140,東海旅客鉄道,東海道本,富士川
000141,東海旅客鉄道,東海道本,新蒲原
000142,東海旅客鉄道,東海道本,蒲原
000143,東海旅客鉄道,東海道本,由比
000145,東海旅客鉄道,東海道本,興津
000147,東海旅客鉄道,東海道本,清水
000149,東海旅客鉄道,東海道本,草薙
00014b,東海旅客鉄道,東海道本,東静岡
00014b,東海旅客鉄道,東海道本,東静岡
00014c,東海旅客鉄道,東海道本,静岡
00014e,東海旅客鉄道,東海道本,安倍川
00014f,東海旅客鉄道,東海道本,用宗
000151,東海旅客鉄道,東海道本,焼津
000152,東海旅客鉄道,東海道本,西焼津
000153,東海旅客鉄道,東海道本,藤枝
000155,東海旅客鉄道,東海道本,六合
000156,東海旅客鉄道,東海道本,島田
000158,東海旅客鉄道,東海道本,金谷
00015a,東海旅客鉄道,東海道本,菊川
00015c,東海旅客鉄道,東海道本,掛川
00015d,東海旅客鉄道,東海道本,愛野
00015e,東海旅客鉄道,東海道本,袋井
000160,東海旅客鉄道,東海道本,磐田
000161,東海旅客鉄道,東海道本,豊田町
000162,東海旅客鉄道,東海道本,天竜川
000164,東海旅客鉄道,東海道本,浜松
000166,東海旅客鉄道,東海道本,高塚
000168,東海旅客鉄道,東海道本,舞阪
000169,東海旅客鉄道,東海道本,弁天島
00016a,東海旅客鉄道,東海道本,新居町
00016b,東海旅客鉄道,東海道本,鷲津
00016d,東海旅客鉄道,東海道本,新所原
00016e,東海旅客鉄道,東海道本,二川
000170,東海旅客鉄道,東海道本,豊橋
000172,東海旅客鉄道,東海道本,西小坂井
000173,東海旅客鉄道,東海道本,愛知御津
000174,東海旅客鉄道,東海道本,三河大塚
000175,東海旅客鉄道,東海道本,三河三谷
000176,東海旅客鉄道,東海道本,蒲郡
000177,東海旅客鉄道,東海道本,三河塩津
000178,東海旅客鉄道,東海道本,三ヶ根
000179,東海旅客鉄道,東海道本,幸田
00017c,東海旅客鉄道,東海道本,岡崎
00017d,東海旅客鉄道,東海道本,西岡崎
00017e,東海旅客鉄道,東海道本,安城
00017f,東海旅客鉄道,東海道本,三河安城
000180,東海旅客鉄道,東海道本,東刈谷
000181,東海旅客鉄道,東海道本,野田新町
000182,東海旅客鉄道,東海道本,刈谷
000183,東海旅客鉄道,東海道本,逢妻
000184,東海旅客鉄道,東海道本,大府
000186,東海旅客鉄道,東海道本,共和
000187,東海旅客鉄道,東海道本,南大高
000188,東海旅客鉄道,東海道本,大高
00018a,東海旅客鉄道,東海道本,笠寺
00018c,東海旅客鉄道,東海道本,熱田
00018d,東海旅客鉄道,東海道本,金山
00018e,東海旅客鉄道,東海道本,尾頭橋
000190,東海旅客鉄道,東海道本,名古屋
000192,東海旅客鉄道,東海道本,枇杷島
000194,東海旅客鉄道,東海道本,清洲
000196,東海旅客鉄道,東海道本,稲沢
000199,東海旅客鉄道,東海道本,尾張一宮
00019b,東海旅客鉄道,東海道本,木曽川
00019e,東海旅客鉄道,東海道本,岐阜
00019f,東海旅客鉄道,東海道本,西岐阜
0001a1,東海旅客鉄道,東海道本,穂積
0001a3,東海旅客鉄道,東海道本,大垣
0001a6,東海旅客鉄道,東海道本,垂井
0001a8,東海旅客鉄道,東海道本,関ケ原
0001aa,東海旅客鉄道,東海道本,柏原
0001ab,東海旅客鉄道,東海道本,近江長岡
0001ad,東海旅客鉄道,東海道本,醒ヶ井
0001af,西日本旅客鉄道,東海道本琵琶湖線,米原
0001b1,西日本旅客鉄道,東海道本琵琶湖線,彦根
0001b2,西日本旅客鉄道,東海道本琵琶湖線,南彦根
0001b3,西日本旅客鉄道,東海道本琵琶湖線,河瀬
0001b5,西日本旅客鉄道,東海道本琵琶湖線,稲枝
0001b6,西日本旅客鉄道,東海道本琵琶湖線,能登川
0001b8,西日本旅客鉄道,東海道本琵琶湖線,安土
0001ba,西日本旅客鉄道,東海道本琵琶湖線,近江八幡
0001bc,西日本旅客鉄道,東海道本琵琶湖線,篠原
0001be,西日本旅客鉄道,東海道本琵琶湖線,野洲
0001c0,西日本旅客鉄道,東海道本琵琶湖線,守山
0001c1,西日本旅客鉄道,東海道本琵琶湖線,栗東
0001c2,西日本旅客鉄道,東海道本琵琶湖線,草津
0001c3,西日本旅客鉄道,東海道本琵琶湖線,南草津
0001c5,西日本旅客鉄道,東海道本琵琶湖線,瀬田
0001c6,西日本旅客鉄道,東海道本琵琶湖線,石山
0001c7,西日本旅客鉄道,東海道本琵琶湖線,膳所
0001c8,西日本旅客鉄道,東海道本琵琶湖線,大津
0001ca,西日本旅客鉄道,東海道本琵琶湖線,山科
0001cc,西日本旅客鉄道,東海道本京都線・琵琶湖線,京都
0001cd,西日本旅客鉄道,東海道本京都線,西大路
0001cf,西日本旅客鉄道,東海道本京都線,桂川
0001d0,西日本旅客鉄道,東海道本京都線,向日町
0001d2,西日本旅客鉄道,東海道本京都線,長岡京
0001d5,西日本旅客鉄道,東海道本京都線,山崎
0001d6,西日本旅客鉄道,東海道本京都線,島本
0001d8,西日本旅客鉄道,東海道本京都線,高槻
0001db,西日本旅客鉄道,東海道本京都線,摂津富田
0001dd,西日本旅客鉄道,東海道本京都線,茨木
0001e0,西日本旅客鉄道,東海道本京都線,千里丘
0001e1,西日本旅客鉄道,東海道本京都線,岸辺
0001e2,西日本旅客鉄道,東海道本京都線,吹田
0001e5,西日本旅客鉄道,東海道本京都線,東淀川
0001e6,西日本旅客鉄道,東海道本京都線,新大阪
0001e8,西日本旅客鉄道,東海道本京都線・神戸線,大阪
0001ea,西日本旅客鉄道,東海道本神戸線,塚本
0001ec,西日本旅客鉄道,東海道本神戸線,尼崎
0001ee,西日本旅客鉄道,東海道本神戸線,立花
0001ef,西日本旅客鉄道,東海道本神戸線,甲子園口
0001f1,西日本旅客鉄道,東海道本神戸線,西宮
0001f2,西日本旅客鉄道,東海道本神戸線,さくら夙川
0001f3,西日本旅客鉄道,東海道本神戸線,芦屋
0001f4,西日本旅客鉄道,東海道本神戸線,甲南山手
0001f6,西日本旅客鉄道,東海道本神戸線,摂津本山
0001f7,西日本旅客鉄道,東海道本神戸線,住吉
0001f8,西日本旅客鉄道,東海道本神戸線,六甲道
0001fa,西日本旅客鉄道,東海道本神戸線,灘
0001fb,西日本旅客鉄道,東海道本神戸線,三ノ宮
0001fc,西日本旅客鉄道,東海道本神戸線,元町
0001fd,西日本旅客鉄道,東海道本神戸線,神戸
000201,東日本旅客鉄道,東北本,東京
000202,東日本旅客鉄道,東北本,神田
000203,東日本旅客鉄道,東北本,秋葉原
000204,東日本旅客鉄道,東北本,御徒町
000206,東日本旅客鉄道,東北本,上野
000207,東日本旅客鉄道,東北本,鴬谷
000208,東日本旅客鉄道,東北本,日暮里
000209,東日本旅客鉄道,東北本,西日暮里
00020b,東日本旅客鉄道,東北本,田端
00020c,東日本旅客鉄道,東北本,上中里
00020d,東日本旅客鉄道,東北本,王子
00020e,東日本旅客鉄道,東北本,東十条
000210,東日本旅客鉄道,東北本,赤羽
000211,東日本旅客鉄道,東北本,川口
000212,東日本旅客鉄道,東北本,西川口
000213,東日本旅客鉄道,東北本,蕨
000215,東日本旅客鉄道,東北本,南浦和
000216,東日本旅客鉄道,東北本,浦和
000217,東日本旅客鉄道,東北本,北浦和
000218,東日本旅客鉄道,東北本,与野
000219,東日本旅客鉄道,東北本,さいたま新都心
00021a,東日本旅客鉄道,東北本,大宮
00021b,東日本旅客鉄道,東北本,土呂
00021c,東日本旅客鉄道,東北本,東大宮
00021e,東日本旅客鉄道,東北本,蓮田
000220,東日本旅客鉄道,東北本,白岡
000221,東日本旅客鉄道,東北本,新白岡
000222,東日本旅客鉄道,東北本,久喜
000223,東日本旅客鉄道,東北本,東鷲宮
000224,東日本旅客鉄道,東北本,栗橋
000226,東日本旅客鉄道,東北本,古河
000227,東日本旅客鉄道,東北本,野木
000228,東日本旅客鉄道,東北本,間々田
00022a,東日本旅客鉄道,東北本,小山
00022c,東日本旅客鉄道,東北本,小金井
00022d,東日本旅客鉄道,東北本,自治医大
00022e,東日本旅客鉄道,東北本,石橋
000230,東日本旅客鉄道,東北本,雀宮
000232,東日本旅客鉄道,東北本,宇都宮
000234,東日本旅客鉄道,東北本,岡本
000235,東日本旅客鉄道,東北本,宝積寺
000236,東日本旅客鉄道,東北本,氏家
000237,東日本旅客鉄道,東北本,蒲須坂
000239,東日本旅客鉄道,東北本,片岡
00023a,東日本旅客鉄道,東北本,矢板
00023b,東日本旅客鉄道,東北本,野崎
00023c,東日本旅客鉄道,東北本,西那須野
00023e,東日本旅客鉄道,東北本,那須塩原
00023f,東日本旅客鉄道,東北本,黒磯
000240,東日本旅客鉄道,東北本,高久
000241,東日本旅客鉄道,東北本,黒田原
000243,東日本旅客鉄道,東北本,豊原
000244,東日本旅客鉄道,東北本,白坂
000245,東日本旅客鉄道,東北本,新白河
000246,東日本旅客鉄道,東北本,白河
000248,東日本旅客鉄道,東北本,久田野
000249,東日本旅客鉄道,東北本,泉崎
00024a,東日本旅客鉄道,東北本,矢吹
00024b,東日本旅客鉄道,東北本,鏡石
00024d,東日本旅客鉄道,東北本,須賀川
00024e,東日本旅客鉄道,東北本,安積永盛
00024f,東日本旅客鉄道,東北本,郡山
000250,東日本旅客鉄道,東北本,日和田
000252,東日本旅客鉄道,東北本,五百川
000253,東日本旅客鉄道,東北本,本宮
000254,東日本旅客鉄道,東北本,杉田
000255,東日本旅客鉄道,東北本,二本松
000257,東日本旅客鉄道,東北本,安達
000258,東日本旅客鉄道,東北本,松川
000259,東日本旅客鉄道,東北本,金谷川
00025b,東日本旅客鉄道,東北本,南福島
00025c,東日本旅客鉄道,東北本,福島
00025e,東日本旅客鉄道,東北本,東福島
00025f,東日本旅客鉄道,東北本,伊達
000260,東日本旅客鉄道,東北本,桑折
000261,東日本旅客鉄道,東北本,藤田
000263,東日本旅客鉄道,東北本,貝田
000264,東日本旅客鉄道,東北本,越河
000266,東日本旅客鉄道,東北本,白石
000267,東日本旅客鉄道,東北本,東白石
000268,東日本旅客鉄道,東北本,北白川
000269,東日本旅客鉄道,東北本,大河原
00026b,東日本旅客鉄道,東北本,船岡
00026c,東日本旅客鉄道,東北本,槻木
00026d,東日本旅客鉄道,東北本,岩沼
00026e,東日本旅客鉄道,東北本,館腰
00026f,東日本旅客鉄道,東北本,名取
000270,東日本旅客鉄道,東北本,南仙台
000271,東日本旅客鉄道,東北本,太子堂
000272,東日本旅客鉄道,東北本,長町
000273,東日本旅客鉄道,東北本,仙台
000273,東日本旅客鉄道,東北本,仙台
000275,東日本旅客鉄道,東北本,東仙台
000276,東日本旅客鉄道,東北本,岩切
000277,東日本旅客鉄道,東北本,陸前山王
000278,東日本旅客鉄道,東北本,国府多賀城
000279,東日本旅客鉄道,東北本,塩釜
00027a,東日本旅客鉄道,東北本,松島
00027b,東日本旅客鉄道,東北本,愛宕
00027c,東日本旅客鉄道,東北本,品井沼
00027e,東日本旅客鉄道,東北本,鹿島台
00027f,東日本旅客鉄道,東北本,松山町
000280,東日本旅客鉄道,東北本,小牛田
000282,東日本旅客鉄道,東北本,田尻
000284,東日本旅客鉄道,東北本,瀬峰
000285,東日本旅客鉄道,東北本,梅ヶ沢
000286,東日本旅客鉄道,東北本,新田
000288,東日本旅客鉄道,東北本,石越
000289,東日本旅客鉄道,東北本,油島
00028a,東日本旅客鉄道,東北本,花泉
00028b,東日本旅客鉄道,東北本,清水原
00028d,東日本旅客鉄道,東北本,有壁
00028f,東日本旅客鉄道,東北本,一ノ関
000290,東日本旅客鉄道,東北本,山ノ目
000291,東日本旅客鉄道,東北本,平泉
000292,東日本旅客鉄道,東北本,前沢
000294,東日本旅客鉄道,東北本,陸中折居
000295,東日本旅客鉄道,東北本,水沢
000296,東日本旅客鉄道,東北本,金ヶ崎
000297,東日本旅客鉄道,東北本,六原
000299,東日本旅客鉄道,東北本,北上
00029a,東日本旅客鉄道,東北本,村崎野
00029b,東日本旅客鉄道,東北本,花巻
00029c,東日本旅客鉄道,東北本,花巻空港
00029e,東日本旅客鉄道,東北本,石鳥谷
00029f,東日本旅客鉄道,東北本,日詰
0002a0,東日本旅客鉄道,東北本,古館
0002a1,東日本旅客鉄道,東北本,矢幅
0002a3,東日本旅客鉄道,東北本,岩手飯岡
0002a4,東日本旅客鉄道,東北本,仙北町
0002a5,東日本旅客鉄道,東北本,盛岡
0002a6,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,廚川
0002a8,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,滝沢
0002a9,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,渋民
0002aa,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,好摩
0002ab,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,岩手川口
0002ad,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,いわて沼宮内
0002ae,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,御堂
0002af,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,奥中山
0002b0,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,小繋
0002b2,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,小鳥谷
0002b3,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,一戸
0002b4,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,二戸
0002b5,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,斗米
0002b7,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,金田一温泉
0002b8,IGRいわて銀河鉄道,いわて銀河鉄道旧JR東北本線,目時
0002b9,青い森鉄道,青い森鉄道旧JR東北本線,三戸
0002ba,青い森鉄道,青い森鉄道旧JR東北本線,諏訪ノ平
0002bc,青い森鉄道,青い森鉄道旧JR東北本線,剣吉
0002bd,青い森鉄道,青い森鉄道旧JR東北本線,苫米地
0002be,青い森鉄道,青い森鉄道旧JR東北本線,北高岩
0002bf,東日本旅客鉄道,東北本,八戸
0002c1,東日本旅客鉄道,東北本,陸奥市川
0002c2,東日本旅客鉄道,東北本,下田
0002c3,東日本旅客鉄道,東北本,向山
0002c4,東日本旅客鉄道,東北本,三沢
0002c6,東日本旅客鉄道,東北本,小川原
0002c7,東日本旅客鉄道,東北本,上北町
0002c8,東日本旅客鉄道,東北本,乙供
0002c9,東日本旅客鉄道,東北本,千曳
0002ca,東日本旅客鉄道,東北新幹,七戸十和田
0002cb,東日本旅客鉄道,東北本,野辺地
0002cc,東日本旅客鉄道,東北本,狩湯沢
0002cd,東日本旅客鉄道,東北本,清水川
0002ce,東日本旅客鉄道,東北本,小湊
0002d0,東日本旅客鉄道,東北本,西平内
0002d1,東日本旅客鉄道,東北本,浅虫温泉
0002d2,東日本旅客鉄道,東北本,野内
0002d4,東日本旅客鉄道,東北本,矢田前
0002d5,東日本旅客鉄道,東北本,小柳
0002d6,東日本旅客鉄道,東北本,東青森
0002d8,東日本旅客鉄道,東北本,青森
0002fd,東日本旅客鉄道,モバイルSuica,モバイルSuica
0002fe,東日本旅客鉄道,Suicaインターネットサービス,Suicaインターネットサービス
0002ff,東日本旅客鉄道,臨時窓口,臨時窓口
000301,東日本旅客鉄道,中央本,東京
000302,東日本旅客鉄道,中央本,神田
000303,東日本旅客鉄道,中央本,御茶ノ水
000304,東日本旅客鉄道,中央本,水道橋
000306,東日本旅客鉄道,中央本,飯田橋
000307,東日本旅客鉄道,中央本,市ヶ谷
000308,東日本旅客鉄道,中央本,四ツ谷
000309,東日本旅客鉄道,中央本,信濃町
00030b,東日本旅客鉄道,中央本,千駄ヶ谷
00030c,東日本旅客鉄道,中央本,代々木
00030d,東日本旅客鉄道,中央本,新宿
00030e,東日本旅客鉄道,中央本,大久保
000310,東日本旅客鉄道,中央本,東中野
000311,東日本旅客鉄道,中央本,中野
000312,東日本旅客鉄道,中央本,高円寺
000313,東日本旅客鉄道,中央本,阿佐ヶ谷
000315,東日本旅客鉄道,中央本,荻窪
000316,東日本旅客鉄道,中央本,西荻窪
000317,東日本旅客鉄道,中央本,吉祥寺
000318,東日本旅客鉄道,中央本,三鷹
00031a,東日本旅客鉄道,中央本,武蔵境
00031b,東日本旅客鉄道,中央本,東小金井
00031c,東日本旅客鉄道,中央本,武蔵小金井
00031d,東日本旅客鉄道,中央本,国分寺
00031f,東日本旅客鉄道,中央本,西国分寺
000320,東日本旅客鉄道,中央本,国立
000322,東日本旅客鉄道,中央本,立川
000324,東日本旅客鉄道,中央本,日野
000325,東日本旅客鉄道,中央本,豊田
000327,東日本旅客鉄道,中央本,八王子
000328,東日本旅客鉄道,中央本,西八王子
000329,東日本旅客鉄道,中央本,高尾
00032a,東日本旅客鉄道,中央本,相模湖
00032c,東日本旅客鉄道,中央本,藤野
00032d,東日本旅客鉄道,中央本,上野原
00032e,東日本旅客鉄道,中央本,四方津
00032f,東日本旅客鉄道,中央本,梁川
000331,東日本旅客鉄道,中央本,鳥沢
000332,東日本旅客鉄道,中央本,猿橋
000333,東日本旅客鉄道,中央本,大月
000335,東日本旅客鉄道,中央本,初狩
000337,東日本旅客鉄道,中央本,笹子
000339,東日本旅客鉄道,中央本旧 初鹿子,甲斐大和
00033b,東日本旅客鉄道,中央本旧 勝沼,勝沼ぶどう郷
00033c,東日本旅客鉄道,中央本,塩山
00033d,東日本旅客鉄道,中央本,東山梨
00033e,東日本旅客鉄道,中央本,山梨市
000340,東日本旅客鉄道,中央本旧 別田,春日居町
000341,東日本旅客鉄道,中央本,石和温泉
000342,東日本旅客鉄道,中央本,酒折
000343,東日本旅客鉄道,中央本,甲府
000345,東日本旅客鉄道,中央本,竜王
000346,東日本旅客鉄道,中央本,塩崎
000347,東日本旅客鉄道,中央本,韮崎
000348,東日本旅客鉄道,中央本,新府
000349,東日本旅客鉄道,中央本,穴山
00034b,東日本旅客鉄道,中央本,日野春
00034c,東日本旅客鉄道,中央本,長坂
00034d,東日本旅客鉄道,中央本,小淵沢
00034e,東日本旅客鉄道,中央本,信濃境
00034f,東日本旅客鉄道,中央本,富士見
000350,東日本旅客鉄道,中央本,すずらんの里
000351,東日本旅客鉄道,中央本,青柳
000352,東日本旅客鉄道,中央本,茅野
000353,東日本旅客鉄道,中央本,上諏訪
000354,東日本旅客鉄道,中央本,下諏訪
000355,東日本旅客鉄道,中央本,岡谷
000358,東日本旅客鉄道,中央本,みどり湖
00035c,東日本旅客鉄道,中央本,塩尻
00035e,東海旅客鉄道,中央本,洗馬
00035f,東海旅客鉄道,中央本,日出塩
000360,東海旅客鉄道,中央本,贄川
000361,東海旅客鉄道,中央本,木曽平沢
000363,東海旅客鉄道,中央本,奈良井
000364,東海旅客鉄道,中央本,藪原
000365,東海旅客鉄道,中央本,宮ノ越
000366,東海旅客鉄道,中央本,原野
000368,東海旅客鉄道,中央本,木曽福島
000369,東海旅客鉄道,中央本,上松
00036a,東海旅客鉄道,中央本,倉本
00036b,東海旅客鉄道,中央本,須原
00036d,東海旅客鉄道,中央本,大桑
00036e,東海旅客鉄道,中央本,野尻
00036f,東海旅客鉄道,中央本,十二兼
000370,東海旅客鉄道,中央本,南木曽
000372,東海旅客鉄道,中央本,田立
000373,東海旅客鉄道,中央本,坂下
000374,東海旅客鉄道,中央本,落合川
000375,東海旅客鉄道,中央本,中津川
000377,東海旅客鉄道,中央本,美乃坂本
000379,東海旅客鉄道,中央本,恵那
00037b,東海旅客鉄道,中央本,武並
00037d,東海旅客鉄道,中央本,釜戸
00037f,東海旅客鉄道,中央本,瑞浪
000381,東海旅客鉄道,中央本,土岐市
000383,東海旅客鉄道,中央本,多治見
000385,東海旅客鉄道,中央本,古虎渓
000387,東海旅客鉄道,中央本,定光寺
000389,東海旅客鉄道,中央本,高蔵寺
00038b,東海旅客鉄道,中央本,神領
00038c,東海旅客鉄道,中央本,春日井
00038e,東海旅客鉄道,中央本,勝川
00038f,東海旅客鉄道,中央本,新守山
000391,東海旅客鉄道,中央本,大曽根
000392,東海旅客鉄道,中央本,千種
000393,東海旅客鉄道,中央本,鶴舞
000401,東日本旅客鉄道,高崎,大宮
000403,東日本旅客鉄道,高崎,宮原
000405,東日本旅客鉄道,高崎,上尾
000406,東日本旅客鉄道,高崎,北上尾
000407,東日本旅客鉄道,高崎,桶川
000409,東日本旅客鉄道,高崎,北本
00040b,東日本旅客鉄道,高崎,鴻巣
00040c,東日本旅客鉄道,高崎,北鴻巣
00040d,東日本旅客鉄道,高崎,吹上
00040e,東日本旅客鉄道,高崎,行田
00040f,東日本旅客鉄道,高崎,熊谷
000411,東日本旅客鉄道,高崎,籠原
000412,東日本旅客鉄道,高崎,深谷
000413,東日本旅客鉄道,高崎,岡部
000415,東日本旅客鉄道,高崎,本庄
000416,東日本旅客鉄道,高崎,神保原
000417,東日本旅客鉄道,高崎,新町
000419,東日本旅客鉄道,高崎,倉賀野
00041a,東日本旅客鉄道,高崎,高崎
00041b,東日本旅客鉄道,信越本,北高崎
00041c,東日本旅客鉄道,信越本,群馬八幡
00041d,東日本旅客鉄道,信越本,安中
00041e,東日本旅客鉄道,信越本,磯部
000420,東日本旅客鉄道,信越本,松井田
000421,東日本旅客鉄道,信越本,西松井田
000422,東日本旅客鉄道,信越本,横川
000423,しなの鉄道,しなの鉄道旧JR信越本線,軽井沢
000425,しなの鉄道,しなの鉄道旧JR信越本線,中軽井沢
000426,しなの鉄道,しなの鉄道旧JR信越本線,信濃追分
000427,しなの鉄道,しなの鉄道旧JR信越本線,御代田
000428,しなの鉄道,しなの鉄道旧JR信越本線,平原
00042a,しなの鉄道,しなの鉄道旧JR信越本線,小諸
00042b,しなの鉄道,しなの鉄道旧JR信越本線,滋野
00042c,しなの鉄道,しなの鉄道旧JR信越本線,田中
00042d,しなの鉄道,しなの鉄道旧JR信越本線,大屋
00042e,しなの鉄道,しなの鉄道旧JR信越本線,上田
000430,しなの鉄道,しなの鉄道旧JR信越本線,西上田
000431,しなの鉄道,しなの鉄道旧JR信越本線,坂城
000432,しなの鉄道,しなの鉄道旧JR信越本線,戸倉
000433,しなの鉄道,しなの鉄道旧JR信越本線,屋代
000435,しなの鉄道,しなの鉄道旧JR信越本線,篠ノ井
000436,東日本旅客鉄道,信越本,川中島
000437,東日本旅客鉄道,信越本,安茂里
000438,東日本旅客鉄道,信越本,長野
000439,東日本旅客鉄道,信越本,北長野
00043a,東日本旅客鉄道,信越本,三才
00043b,東日本旅客鉄道,信越本,豊野
00043c,東日本旅客鉄道,信越本,牟礼
00043d,東日本旅客鉄道,信越本,古間
00043f,東日本旅客鉄道,信越本,黒姫
000440,東日本旅客鉄道,信越本,妙高高原
000441,東日本旅客鉄道,信越本,関山
000442,東日本旅客鉄道,信越本,二本木
000444,東日本旅客鉄道,信越本,新井
000445,東日本旅客鉄道,信越本,北新井
000446,東日本旅客鉄道,信越本,脇野田
000447,東日本旅客鉄道,信越本,南高田
000449,東日本旅客鉄道,信越本,高田
00044a,東日本旅客鉄道,信越本,春日山
00044b,東日本旅客鉄道,信越本,直江津
00044c,東日本旅客鉄道,信越本,黒井
00044e,東日本旅客鉄道,信越本,犀潟
00044f,東日本旅客鉄道,信越本,土底浜
000450,東日本旅客鉄道,信越本,潟町
000451,東日本旅客鉄道,信越本,上下浜
000453,東日本旅客鉄道,信越本,柿崎
000454,東日本旅客鉄道,信越本,米山
000455,東日本旅客鉄道,信越本,笠島
000456,東日本旅客鉄道,信越本,青海川
000458,東日本旅客鉄道,信越本,鯨波
000459,東日本旅客鉄道,信越本,柏崎
00045a,東日本旅客鉄道,信越本,茨目
00045b,東日本旅客鉄道,信越本,安田
00045d,東日本旅客鉄道,信越本,北条
00045e,東日本旅客鉄道,信越本,越後広田
00045f,東日本旅客鉄道,信越本,長鳥
000460,東日本旅客鉄道,信越本,塚山
000462,東日本旅客鉄道,信越本,越後岩塚
000463,東日本旅客鉄道,信越本,来迎寺
000464,東日本旅客鉄道,信越本,前川
000465,東日本旅客鉄道,信越本,宮内
000467,東日本旅客鉄道,信越本,長岡
000468,東日本旅客鉄道,信越本,北長岡
000469,東日本旅客鉄道,信越本,押切
00046a,東日本旅客鉄道,信越本,見附
00046c,東日本旅客鉄道,信越本,帯織
00046d,東日本旅客鉄道,信越本,東光寺
00046e,東日本旅客鉄道,信越本,三条
00046f,東日本旅客鉄道,信越本,東三条
000470,東日本旅客鉄道,信越本,燕三条
000471,東日本旅客鉄道,信越本,保内
000472,東日本旅客鉄道,信越本,加茂
000473,東日本旅客鉄道,信越本,羽生田
000474,東日本旅客鉄道,信越本,田上
000476,東日本旅客鉄道,信越本,矢代田
000477,東日本旅客鉄道,信越本,古津
000478,東日本旅客鉄道,信越本,新津
000479,東日本旅客鉄道,信越本,さつき野
00047a,東日本旅客鉄道,信越本,荻川
00047b,東日本旅客鉄道,信越本,亀田
00047c,東日本旅客鉄道,信越本,越後石山
00047d,東日本旅客鉄道,信越本,新潟
000501,東日本旅客鉄道,常磐,上野
000502,東日本旅客鉄道,常磐,日暮里
000503,東日本旅客鉄道,常磐,三河島
000504,東日本旅客鉄道,常磐,南千住
000506,東日本旅客鉄道,常磐,北千住
000507,東日本旅客鉄道,常磐,綾瀬
000508,東日本旅客鉄道,常磐,亀有
000509,東日本旅客鉄道,常磐,金町
00050b,東日本旅客鉄道,常磐,松戸
00050c,東日本旅客鉄道,常磐,北松戸
00050d,東日本旅客鉄道,常磐,馬橋
00050e,東日本旅客鉄道,常磐,新松戸
000510,東日本旅客鉄道,常磐,北小金
000511,東日本旅客鉄道,常磐,南柏
000512,東日本旅客鉄道,常磐,柏
